text,label
"SunOS sendmail 5.59 through 5.65 uses popen to process a forwarding host argument, which allows local users to gain root privileges by modifying the IFS (Internal Field Separator) variable and passing crafted values to the -oR option.",OTHER
A race condition in the Solaris ps command allows an attacker to overwrite critical files.,OTHER
The ghostscript command with the -dSAFER option allows remote attackers to execute commands.,OTHER
"Some configurations of NIS+ in Linux allowed attackers to log in as the user ""+"".",OTHER
Livingston portmaster machines could be rebooted via a series of commands.,OTHER
"Telnet allows a remote client to specify environment variables including LD_LIBRARY_PATH, allowing an attacker to bypass the normal system libraries and gain root access.",PRIV_ESC
Buffer overflow in syslog utility allows local or remote attackers to gain root privileges.,B_OVERFLOW
"Guessable magic cookies in X Windows allows remote attackers to execute commands, e.g. through xterm.",OTHER
"Certain configurations of wu-ftp FTP server 2.4 use a _PATH_EXECPATH setting to a directory with dangerous commands, such as /bin, which allows remote authenticated users to gain root access via the ""site exec"" command.",PRIV_ESC
Race condition in Linux mailx command allows local users to read user files.,OTHER
Buffer overflow in Linux splitvt command gives root access to local users.,B_OVERFLOW
vhe_u_mnt program in HP-UX allows local users to create root files through symlinks.,OTHER
rpc.ypupdated (NIS) allows remote users to execute arbitrary commands.,OTHER
"rxvt, when compiled with the PRINT_PIPE option in various Linux operating systems including Linux Slackware 3.0 and RedHat 2.1, allows local users to gain root privileges by specifying a malicious program using the -print-pipe command line parameter.",OTHER
Vulnerability in object server program in SGI IRIX 5.2 through 6.1 allows remote attackers to gain root privileges in certain configurations.,OTHER
"abuse.console in Red Hat 2.1 uses relative pathnames to find and execute the undrv program, which allows local users to execute arbitrary commands via a path that points to a Trojan horse program.",OTHER
"Echo and chargen, or other combinations of UDP services, can be used in tandem to flood the server, a.k.a. UDP bomb or UDP packet storm.",OTHER
Kerberos 4 key servers allow a user to masquerade as another by breaking and generating session keys.,OTHER
IIS 1.0 allows users to execute arbitrary commands using .bat or .cmd files.,OTHER
The Java Applet Security Manager implementation in Netscape Navigator 2.0 and Java Developer's Kit 1.0 allows an applet to connect to arbitrary hosts.,OTHER
phf CGI program allows remote command execution through shell metacharacters.,RCE
Java Bytecode Verifier allows malicious applets to execute arbitrary commands as the user of the applet.,OTHER
test-cgi program allows an attacker to list files on the server.,OTHER
dxconsole in DEC OSF/1 3.2C and earlier allows local users to read arbitrary files by specifying the file with the -file parameter.,OTHER
"pcnfsd (aka rpc.pcnfsd) allows local users to change file permissions, or execute arbitrary commands through arguments in the RPC call.",OTHER
"Delete or create a file via rpc.statd, due to invalid information.",OTHER
"Vulnerability in union file system in FreeBSD 2.2 and earlier, and possibly other operating systems, allows local users to cause a denial of service (system reload) via a series of certain mount_union commands.",DOS
Manual page reader (man) in FreeBSD 2.2 and earlier allows local users to gain privileges via a sequence of commands.,OTHER
The permissions for a system-critical NIS+ table (e.g. passwd) are inappropriate.,OTHER
"Perl, sh, csh, or other shell interpreters are installed in the cgi-bin directory on a WWW site, which allows remote attackers to execute arbitrary commands.",RCE
"nettune in HP-UX 10.01 and 10.00 is installed setuid root, which allows local users to cause a denial of service by modifying critical networking configuration information.",DOS
"Vulnerability in a kernel error handling routine in SCO OpenServer 5.0.2 and earlier, and SCO Internet FastStart 1.0, allows local users to gain root privileges.",OTHER
"The suidperl and sperl program do not give up root privileges when changing UIDs back to the original users, allowing root access.",PRIV_ESC
The convert.bas program in the Novell web server allows a remote attackers to read any file on the system that is internally accessible by the web server.,OTHER
"Local user gains root privileges via buffer overflow in rdist, via expstr() function.",B_OVERFLOW
The dip program on many Linux systems allows local users to gain root access via a buffer overflow.,B_OVERFLOW
"A design flaw in the Z-Modem protocol allows the remote sender of a file to execute arbitrary programs on the client, as implemented in rz in the rzsz module of FreeBSD before 2.1.5, and possibly other programs.",OTHER
"cpio on FreeBSD 2.1.0, Debian GNU/Linux 3.0, and possibly other operating systems, uses a 0 umask when creating files using the -O (archive) or -F options, which creates the files with mode 0666 and allows local users to read or overwrite those files.",OTHER
"Local user gains root privileges via buffer overflow in rdist, via lookup() function.",B_OVERFLOW
admintool in Solaris allows a local user to write to arbitrary files and gain root access.,PRIV_ESC
Kodak Color Management System (KCMS) on Solaris allows a local user to write to arbitrary files and gain root access.,PRIV_ESC
Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: CVE-1999-0032. Reason: This candidate is a duplicate of CVE-1999-0032. Notes: All CVE users should reference CVE-1999-0032 instead of this candidate. All references and descriptions in this candidate have been removed to prevent accidental usage,OTHER
"Solaris 2.4 before kernel jumbo patch -35 allows set-gid programs to dump core even if the real user id is not in the set-gid group, which allows local users to overwrite or create files at higher privileges by causing a core dump, e.g. through dmesg.",OTHER
vold in Solaris 2.x allows local users to gain root access.,PRIV_ESC
fm_fls license server for Adobe Framemaker allows local users to overwrite arbitrary files and gain root access.,PRIV_ESC
"Expreserve, as used in vi and ex, allows local users to overwrite arbitrary files and gain root access.",PRIV_ESC
Buffer overflow in rwhod on AIX and other operating systems allows remote attackers to execute arbitrary code via a UDP packet with a long hostname.,RCE
Pine before version 3.94 allows local users to gain privileges via a symlink attack on a lockfile that is created when a user receives new mail.,OTHER
Sendmail before 8.6.7 allows local users to gain root access via a large value in the debug (-d) command line option.,PRIV_ESC
ppl program in HP-UX allows local users to create root files through symlinks.,OTHER
Vulnerability in a certain system call in SCO UnixWare 2.0.x and 2.1.0 allows local users to access arbitrary files and gain root privileges.,OTHER
Buffer overflow and denial of service in Sendmail 8.7.5 and earlier through GECOS field gives root access to local users.,B_OVERFLOW
"(1) bash before 1.14.7, and (2) tcsh 6.05 allow local users to gain privileges via directory names that contain shell metacharacters (` back-tick), which can cause the commands enclosed in the directory name to be executed when the shell expands filenames using the \w option in the PS1 variable.",OTHER
"Transarc DCE Distributed File System (DFS) 1.1 for Solaris 2.4 and 2.5 does not properly initialize the grouplist for users who belong to a large number of groups, which could allow those users to gain access to resources that are protected by DFS.",RCE
"Denial of service when an attacker sends many SYN packets to create multiple connections without ever sending an ACK to complete the connection, aka SYN flood.",DOS
HPUX sysdiag allows local users to gain root privileges via a symlink attack during log file creation.,OTHER
MIME buffer overflow in Sendmail 8.8.0 and 8.8.1 gives root access.,B_OVERFLOW
HP Remote Watch allows a remote user to gain root access.,PRIV_ESC
HP-UX gwind program allows users to modify arbitrary files.,OTHER
Buffer overflow in xmcd 2.1 allows local users to gain access through a user resource setting.,RCE
Bash treats any character with a value of 255 as a command separator.,OTHER
PASV core dump in wu-ftpd daemon when attacker uses a QUOTE PASV command after specifying a username and password.,OTHER
"Buffer overflow in lpr, as used in BSD-based systems including Linux, allows local users to execute arbitrary code as root via a long -C (classification) command line option.",RCE
The WorkMan program can be used to overwrite any file to get root access.,PRIV_ESC
"Indigo Magic System Tour in the SGI system tour package (systour) for IRIX 5.x through 6.3 allows local users to gain root privileges via a Trojan horse .exitops program, which is called by the inst command that is executed by the RemoveSystemTour program.",OTHER
fpkg2swpk in HP-UX allows local users to gain root access.,PRIV_ESC
Buffer overflow in mstm in HP-UX allows local users to gain root access.,B_OVERFLOW
Vulnerability in ppl in HP-UX 10.x and earlier allows local users to gain root privileges by forcing ppl to core dump.,OTHER
Local users can start Sendmail in daemon mode and gain root privileges.,OTHER
dxchpwd in Digital Unix (OSF/1) 3.x allows local users to modify arbitrary files via a symlink attack on the dxchpwd.log file.,OTHER
Kerberos 4 allows remote attackers to obtain sensitive information via a malformed UDP packet that generates an error string that inadvertently includes the realm name and the last user.,OTHER
Buffer overflow in cddbd CD database server allows remote attackers to execute arbitrary commands via a long log message.,B_OVERFLOW
Buffer overflow in HP-UX newgrp program.,B_OVERFLOW
fsdump command in IRIX allows local users to obtain root access by modifying sensitive files.,PRIV_ESC
Sendmail allows local users to write to a file and gain group permissions via a .forward or :include: file.,OTHER
"Command execution via shell metachars in INN daemon (innd) 1.5 using ""newgroup"" and ""rmgroup"" control messages, and others.",RCE
Vulnerability in Desktop searchbook program in IRIX 5.0.x through 6.2 sets insecure permissions for certain user files (iconbook and searchbook).,OTHER
List of arbitrary files on Web host via nph-test-cgi script.,OTHER
Sendmail decode alias can be used to overwrite sensitive files.,OTHER
"Buffer overflow in AIX and Solaris ""gethostbyname"" library call allows root access through corrupt DNS host names.",B_OVERFLOW
Buffer overflow in Vixie Cron library up to version 3.0 allows local users to obtain root access via a long environmental variable.,B_OVERFLOW
Buffer overflow in chfn command in HP-UX 9.X through 10.20 allows local users to gain privileges via a long command line argument.,B_OVERFLOW
"Oversized ICMP ping packets can result in a denial of service, aka Ping o' Death.",DOS
swinstall and swmodify commands in SD-UX package in HP-UX systems allow local users to create or overwrite arbitrary files to gain root access.,PRIV_ESC
Buffer overflow in ppp program in FreeBSD 2.1 and earlier allows local users to gain privileges via a long HOME environment variable.,B_OVERFLOW
aspppd on Solaris 2.5 x86 allows local users to modify arbitrary files and gain root privileges via a symlink attack on the /tmp/.asppp.fifo file.,OTHER
The jj CGI program allows command execution via shell metacharacters.,OTHER
Vulnerability in direct audio user space code on HP-UX 10.20 and 10.10 allows local users to cause a denial of service.,DOS
"Remote access in AIX innd 1.5.1, using control messages.",OTHER
"In older versions of Sendmail, an attacker could use a pipe character to execute root commands.",OTHER
"NFS allows users to use a ""cd .."" command to access other directories besides the exported file system.",OTHER
"Remote attackers can mount an NFS file system in Ultrix or OSF, even if it is denied on the access list.",OTHER
Denial of service in syslog by sending it a large number of superfluous messages.,DOS
FormMail CGI program can be used by web servers other than the host server that the program resides on.,OTHER
Buffer overflow in the win-c-sample program (win-c-sample.exe) in the WebSite web server 1.1e allows remote attackers to execute arbitrary code via a long query string.,RCE
"Windows NT crashes or locks up when a Samba client executes a ""cd .."" command on a file share.",OTHER
in.rshd allows users to login with a NULL username and execute commands.,OTHER
"A quote cwd command on FTP servers can reveal the full path of the home directory of the ""ftp"" user.",OTHER
"The GNU tar command, when used in FTP sessions, may allow an attacker to execute arbitrary commands.",OTHER
"Sendmail 8.6.9 allows remote attackers to execute root commands, using ident.",OTHER
Malicious option settings in UDP packets could force a reboot in SunOS 4.1.3 systems.,RCE
ScriptAlias directory in NCSA and Apache httpd allowed attackers to read CGI programs.,OTHER
Windows NT RSHSVC program allows remote users to execute arbitrary commands.,OTHER
Denial of service in talk program allows remote attackers to disrupt a user's display.,DOS
Buffer overflow in listserv allows arbitrary command execution.,B_OVERFLOW
IIS 3.0 with the iis-fix hotfix installed allows remote intruders to read source code for ASP programs by using a %2e instead of a . (dot) in the URL.,RCE
ICMP redirect messages may crash or lock up a host.,SQLI
Denial of service in Windows NT DNS servers through malicious packet which contains a response to a query that wasn't made.,DOS
Jolt ICMP attack causes a denial of service in Windows 95 and Windows NT systems.,DOS
"A Windows NT 4.0 user can gain administrative rights by forcing NtOpenProcessToken to succeed regardless of the user's permissions, aka GetAdmin.",OTHER
NETBIOS share information may be published through SNMP registry keys in NT.,OTHER
A Windows NT local user or administrator account has a guessable password.,OTHER
"A Windows NT local user or administrator account has a default, null, blank, or missing password.",OTHER
A router or firewall allows source routed packets from arbitrary hosts.,RCE
IP forwarding is enabled on a machine which is not a router or firewall.,OTHER
"An SNMP community name is the default (e.g. public), null, or missing.",OTHER
A NETBIOS/SMB share password is guessable.,OTHER
"A NETBIOS/SMB share password is the default, null, or missing.",OTHER
An NIS domain name is easily guessable.,OTHER
IP traceroute is allowed from arbitrary hosts.,OTHER
"A Windows NT user has inappropriate rights or privileges, e.g. Act as System, Add Workstation, Backup, Change System Time, Create Pagefile, Create Permanent Object, Create Token Name, Debug, Generate Security Audit, Increase Priority, Increase Quota, Load Driver, Lock Memory, Profile Single Process, Remote Shutdown, Replace Process Token, Restore, System Environment, Take Ownership, or Unsolicited Input.",OTHER
"A Windows NT account policy for passwords has inappropriate, security-critical settings, e.g. for password length, password age, or uniqueness.",OTHER
A router's routing tables can be obtained from arbitrary hosts.,OTHER
The registry in Windows NT can be accessed remotely by users who are not administrators.,OTHER
".reg files are associated with the Windows NT registry editor (regedit), making the registry susceptible to Trojan Horse attacks.",OTHER
"A Windows NT system's user audit policy does not log an event success or failure, e.g. for Logon and Logoff, File and Object Access, Use of User Rights, User and Group Management, Security Policy Changes, Restart, Shutdown, and System, and Process Tracking.",OTHER
A Windows NT system's file audit policy does not log an event success or failure for security-critical files or directories.,OTHER
"A Windows NT account policy has inappropriate, security-critical settings for lockout, e.g. lockout duration, lockout after bad logon attempts, etc.",OTHER
A version of rusers is running that exposes valid user information to any entity on the network.,OTHER
"netprint in SGI IRIX 6.4 and earlier trusts the PATH environmental variable for finding and executing the disable program, which allows local users to gain privileges.",OTHER
"Arbitrary file creation and program execution using FLEXlm LicenseManager, from versions 4.0 to 5.0, in IRIX.",OTHER
"movemail in HP-UX 10.20 has insecure permissions, which allows local users to gain privileges.",OTHER
Vulnerability in Glance programs in GlancePlus for HP-UX 10.20 and earlier allows local users to access arbitrary files and gain privileges.,OTHER
Vulnerability in dtlogin and dtsession in HP-UX 10.20 and 10.10 allows local users to bypass authentication and gain privileges.,OTHER
Csetup under IRIX allows arbitrary file creation or overwriting.,OTHER
Vulnerability in chsh command in HP-UX 9.X through 10.20 allows local users to gain privileges.,OTHER
wu-ftp allows files to be overwritten via the rnfr command.,OTHER
"Talkd, when given corrupt DNS information, can be used to execute arbitrary commands with root privileges.",OTHER
Buffer overflow in Solaris getopt in libc allows local users to gain root privileges via a long argv[0].,B_OVERFLOW
MIME conversion buffer overflow in sendmail versions 8.8.3 and 8.8.4.,B_OVERFLOW
"Certain files in MPower in HP-UX 10.x are installed with insecure permissions, which allows local users to gain privileges.",OTHER
The view-source CGI program allows remote attackers to read arbitrary files via a .. (dot dot) attack.,RCE
HP-UX vgdisplay program gives root access to local users.,PRIV_ESC
The Sun sdtcm_convert calendar utility for OpenWindows has a buffer overflow which can gain root access.,B_OVERFLOW
IRIX startmidi program allows local users to modify arbitrary files via a symlink attack.,OTHER
Vulnerability in ftpd/kftpd in HP-UX 10.x and 9.x allows local and possibly remote users to gain root privileges.,OTHER
"rcp on various Linux systems including Red Hat 4.0 allows a ""nobody"" user or other user with UID of 65535 to overwrite arbitrary files, since 65535 is interpreted as -1 by chown and other system calls, which causes the calls to fail to modify the ownership of the file.",OTHER
ypbind with -ypset and -ypsetme options activated in Linux Slackware and SunOS allows local and remote attackers to overwrite files via a .. (dot dot) attack.,OTHER
Buffer overflow of rlogin program using TERM environmental variable.,B_OVERFLOW
Denial of service in RPCSS.EXE program (RPC Locator) in Windows NT.,DOS
Buffer overflow in ffbconfig in Solaris 2.5.1.,B_OVERFLOW
Buffer overflow in NLS (Natural Language Service).,B_OVERFLOW
ucbmail allows remote attackers to execute commands via shell metacharacters that are passed to it from INN.,OTHER
finger allows recursive searches by using a long string of @ symbols.,OTHER
Finger redirection allows finger bombs.,OTHER
NFS cache poisoning.,OTHER
Buffer overflow in xmcd 2.0p12 allows local users to gain access through an environmental variable.,B_OVERFLOW
A version of finger is running that exposes valid user information to any entity on the network.,OTHER
"Internet Explorer 3.01 on Windows 95 allows remote malicious web sites to execute arbitrary commands via a .isp file, which is automatically downloaded and executed without prompting the user.",OTHER
Buffer overflow in TestChip function in XFree86 SuperProbe in Slackware Linux 3.1 allows local users to gain root privileges via a long -nopr argument.,B_OVERFLOW
Buffer overflow in FreeBSD lpd through long DNS hostnames.,B_OVERFLOW
"Vulnerability in AIX 4.1.4 and HP-UX 10.01 and 9.05 allows local users to cause a denial of service (crash) by using a socket to connect to a port on the localhost, calling shutdown to clear the socket, then using the same socket to connect to a different port on localhost.",DOS
Macromedia Shockwave before 6.0 allows a malicious webmaster to read a user's mail box and possibly access internal web servers via the GetNextText command on a Shockwave movie.,OTHER
Remote command execution in Microsoft Internet Explorer using .lnk and .url files.,OTHER
Denial of service through Winpopup using large user names.,DOS
Buffer overflow in Solaris fdformat command gives root access to local users.,B_OVERFLOW
"Windows NT 4.0 SP2 allows remote attackers to cause a denial of service (crash), possibly via malformed inputs or packets, such as those generated by a Linux smbmount command that was compiled on the Linux 2.0.29 kernel but executed on Linux 2.0.25.",DOS
Buffer overflow in University of Washington's implementation of IMAP and POP servers.,B_OVERFLOW
"Sysinstall in FreeBSD 2.2.1 and earlier, when configuring anonymous FTP, creates the ftp user without a password and with /bin/date as the shell, which could allow attackers to gain access to certain system resources.",RCE
"Buffer overflow in PHP cgi program, php.cgi allows shell access.",B_OVERFLOW
The wrap CGI program in IRIX allows remote attackers to view arbitrary directory listings via a .. (dot dot) attack.,OTHER
Buffer overflow in xlock program allows local users to execute commands as root.,B_OVERFLOW
"Buffer overflow in Kerberos IV compatibility libraries as used in Kerberos V allows local users to gain root privileges via a long line in a kerberos configuration file, which can be specified via the KRB_CONF environmental variable.",B_OVERFLOW
